MySQL,http://www.newthinktank.com/2014/08/mysql-video-tutorial/
MySQL,https://www.youtube.com/watch?v=yPu6qV5byu4
MySQL+Bash,https://www.shellhacks.com/mysql-run-query-bash-script-linux-command-line/
Bash,https://gist.github.com/timperez/7892680
Bash,http://sed.sourceforge.net/sed1line.txt
PHP,w3schools.com
Javascript,w3schools.com
CSS,w3schools.com
HTML,w3schools.com
Static Webpage Mockup,mobirise.com
