Course Title,Seat Capacity,Seats Taken,Seats Remaining,Waitlist Seats,Waitlist Seats Taken,Waitlist Seats Available
Introduction to Python,22,Introduction to Python,22,13,9,22,0
Fly Tying for Beginners,0,Fly Tying for Beginners,0,0,0,0,0,
