CRN,CODE,TITLE,CR,DATE,DAYS,TIME,COST
13994,ESCI110M,Earth Science (P),4,8/28-12/15,T R,2-4:30pm,"$1,014"
13995,ESCI110M,Earth Science (P),4,8/28-12/15,,Online,"$1,014"
13996,ETEC110M,Electrical Fundamentals I Theory A (P)Taken with Lab A CRN 13999,4,8/28-10/21,M W,5-7:30pm,"$1,014"
13997,ETEC110M,Electrical Fundamentals I Theory 1 (P)Taken with Lab 1 CRN 13998 or Lab 2 CRN 17151,4,8/28-10/21,M W,8-10:30am,"$1,014"
13998,ETEC110M,Electrical Fundamentals I Lab 1 (P)Taken with Theory 1 CRN 13997,0,8/28-10/21,M W,11am-1:30pm,
17151,ETEC110M,Electrical Fundamentals I Lab 2 (P)Taken with Theory 1 CRN 13997,0,8/28-10/21,M W,2-4:30pm,
13999,ETEC110M,Electrical Fundamentals I Lab A (P)Taken with Theory A CRN 13996,0,8/28-10/21,M W,7:40-10:10pm,
14000,ETEC120M,Electrical Fundamentals II Theory 1 (P)Taken with Lab 1 CRN 14002 or Lab 2 CRN 14003,4,10/23-12/15,M W,8-10:30am,"$1,014"
14001,ETEC120M,Electrical Fundamentals II Theory A (P)Taken with Lab A CRN 14004,4,10/23-12/15,M W,5-7:30pm,"$1,014"
14002,ETEC120M,Electrical Fundamentals II Lab 1 (P)Taken with Theory 1 CRN 14000,0,10/23-12/15,M W,11am-1:30pm,
14003,ETEC120M,Electrical Fundamentals II Lab 2 (P)Taken with Theory 1 CRN 14000,0,10/23-12/15,M W,2-4:30pm,
14004,ETEC120M,Electrical Fundamentals II Lab A (P)Taken with Theory A CRN 14001,0,10/23-12/15,M W,7:40-10:10pm,
14006,ETEC210M,Electrical and Electronic Motor Controls Lab A (P)Taken with Theory A CRN 14005,0,8/28-12/15,T,5-7:30pm,
14007,ETEC210M,Electrical and Electronic Motor Controls Lab B (P)Taken with Theory A CRN 14005,0,8/28-12/15,R,5-7:30pm,
14267,ETEC210M,Electrical and Electronic Motor Controls Theory 1 (P)Taken with Lab 1 CRN 14268,4,8/28-12/15,T,8-10:30am,"$1,014"
14268,ETEC210M,Electrical and Electronic Motor Controls Lab 1 (P)Taken with Theory 1 CRN 14267,0,8/28-12/15,T,11am-1:30pm,
14005,ETEC210M,Electrical and Electronic Motor Controls Theory A (P)Taken with Lab A CRN 14006 or Lab B CRN 14007,4,8/28-12/15,M,5-7:30pm,"$1,014"
14008,ETEC220M,Communications/Low Voltage Building Systems Theory 1 (P)Taken with Lab 1 CRN 14009,4,8/28-12/15,R,8-10:30am,"$1,014"
14009,ETEC220M,Communications/Low Voltage Building Systems Lab 1 (P)Taken with Theory 1 CRN 14008,0,8/28-12/15,R,11am-1:30pm,
14286,ETEC220M,Communications/Low Voltage Building Systems (P),4,8/28-12/15,W,5-10:10pm,"$1,014"
14472,ETEC220M,Communications/Low Voltage Building Systems (P),4,8/28-12/15,R,5-10pm,"$1,014"
18041,EXER102M,Wellness and Occupational Injury Prevention,1,8/28-12/15,M,8-9:40am,$336
14010,EXER105M,Essentials of Exercise Science (P),3,8/28-12/15,W,8-10:30am,$678
14011,EXER105M,Essentials of Exercise Science (P),3,8/28-12/15,M,6-8:30pm,$678
14391,EXER109M,Applied Nutrition for Health Fitness Professionals,4,8/28-12/15,M,11am-3:10pm,"$1,014"
14430,EXER109M,"Applied Nutrition for Health Fitness Professionals HYBRIDOnline plus in class Thursdays 8/31, 9/14, 9/28, 10/12, 10/26, 11/9, 11/30, 12/14",4,8/28-12/15,R,8am-12:10pm,$964
14013,EXER111M,Introduction to Exercise Science Profession (P),3,8/28-10/21,WF,2-3:40pm11am-2:20pm,$678
14014,EXER111M,Introduction to Exercise Science Profession (P),3,8/28-10/21,MT,8-9:40am11-2:20pm,$678
14016,EXER112M,Health Risk Appraisal (C),2,10/23-12/15,WF,2-3:40pm11am-2:20pm,$452
14017,EXER112M,Health Risk Appraisal (C),2,10/23-12/15,MT,8-9:40am11-2:20pm,$452
14018,EXER220M,Performance Training (P),3,8/28-12/15,W,8-11:20am,$788
14284,EXER230M,Kinesiology (P),4,8/28-12/15,T,8am-12:10pm,"$1,014"
14397,FIN120M,Personal Financial Management,3,8/28-12/15,,Online,$678
14020,FREN110M,French I,4,8/28-12/15,T,5-9:20pm,"$1,014"
14222,FYE100M,First Year Cornerstone,1,8/28-10/21,T,8-9:40am,$226
14223,FYE100M,First Year Cornerstone,1,8/28-10/21,T,8-9:40am,$226
14225,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Tuesdays 8/29, 9/12, 9/26, 10/10",1,8/28-10/21,T,11am-12:20pm,$226
14226,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Tuesdays 8/29, 9/12, 9/26, 10/10",1,8/28-10/21,T,11am-12:20pm,$226
14227,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Tuesdays 8/29, 9/12, 9/26, 10/10",1,8/28-10/21,T,11am-12:20pm,$226
14228,FYE100M,First Year Cornerstone,1,8/28-10/21,T,2-3:40pm,$226
14229,FYE100M,First Year Cornerstone,1,8/28-10/21,T,2-3:40pm,$226
14230,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Wednesdays 8/30, 9/13, 9/27, 10/18",1,8/28-10/21,W,8-9:20am,$226
14231,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Wednesdays 8/30, 9/13, 9/27, 10/18",1,8/28-10/21,W,8-9:20am,$226
14232,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Wednesdays 8/30, 9/13, 9/27, 10/18",1,8/28-10/21,W,8-9:20am,$226
14233,FYE100M,First Year Cornerstone,1,8/28-10/21,W,11am-12:40pm,$226
14234,FYE100M,First Year Cornerstone,1,8/28-10/21,W,11am-12:40pm,$226
14236,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Wednesdays 8/30, 9/13, 9/27, 10/18",1,8/28-10/21,W,2-3:20pm,$226
14237,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Wednesdays 8/30, 9/13, 9/27, 10/18",1,8/28-10/21,W,2-3:20pm,$226
14238,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Wednesdays 8/30, 9/13, 9/27, 10/18",1,8/28-10/21,W,2-3:20pm,$226
14239,FYE100M,First Year Cornerstone,1,8/28-10/21,R,2-3:40pm,$226
14240,FYE100M,First Year Cornerstone,1,8/28-10/21,R,2-3:40pm,$226
14242,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Wednesdays 8/30, 9/13, 9/27, 10/11",1,8/28-10/21,W,5-6:20pm,$226
14224,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Wednesdays 8/30, 9/13, 9/27, 10/11",1,8/28-10/21,W,5-6:20pm,$226
17079,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Wednesdays 8/30, 9/13, 9/27, 10/11",1,8/28-10/21,W,5-6:20pm,$226
14243,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Thursdays 8/31, 9/14, 9/28, 10/12",1,8/28-10/21,R,6-7:20pm,$226
14244,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Thursdays 8/31, 9/14, 9/28, 10/12",1,8/28-10/21,R,6-7:20pm,$226
14245,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Thursdays 8/31, 9/14, 9/28, 10/12",1,8/28-10/21,R,6-7:20pm,$226
14246,FYE100M,First Year Cornerstone,1,8/28-10/21,F,8-9:40am,$226
17080,FYE100M,First Year Cornerstone,1,8/28-10/21,F,8-9:40am,$226
14235,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Tuesdays 8/29, 9/12, 9/26, 10/10",1,8/28-10/21,T,6-7:20pm,$226
14241,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Tuesdays 8/29, 9/12, 9/26, 10/10",1,8/28-10/21,T,6-7:20pm,$226
17767,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Tuesdays 8/29, 9/12, 9/26, 10/10",1,8/28-10/21,T,6-7:20pm,$226
17768,FYE100M,First Year Cornerstone,1,10/23-12/15,F,8-9:40am,$226
17769,FYE100M,First Year Cornerstone,1,10/23-12/15,F,8-9:40am,$226
17770,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Mondays 10/23, 11/6, 11/20, 12/4",1,10/23-12/15,M,7:40-9pm,$226
17771,FYE100M,"First Year Cornerstone HYBRIDOnline plus in class Mondays 10/23, 11/6, 11/20, 12/4",1,10/23-12/15,M,7:40-9pm,$226
14247,FYE100M,First Year Cornerstone,1,8/28-10/21,,Online,$226
14248,FYE100M,First Year Cornerstone,1,8/28-10/21,,Online,$226
14249,FYE100M,First Year Cornerstone,1,8/28-10/21,,Online,$226
14250,FYE100M,First Year Cornerstone,1,8/28-10/21,,Online,$226
17081,FYE100M,First Year Cornerstone,1,8/28-10/21,,Online,$226
14251,FYE100M,First Year Cornerstone,1,10/23-12/15,,Online,$226
14252,FYE100M,First Year Cornerstone,1,10/23-12/15,,Online,$226
14253,FYE100M,First Year Cornerstone,1,10/23-12/15,,Online,$226
14022,GDES110M,Page Layout and Design,3,8/28-12/15,W,5-9:10pm,$788
14023,GDES110M,Page Layout and Design,3,8/28-12/15,M,12:30-4:40pm,$788
14024,GDES114M,Graphic Design I,3,8/28-12/15,T,12:30-4:40pm,$788
14025,GDES114M,Graphic Design I,3,8/28-12/15,M,5-9:10pm,$788
14026,GDES115M,Digital Imaging,3,8/28-12/15,R,8am-12:10pm,$788
14027,GDES115M,Digital Imaging,3,8/28-12/15,F,5-9:10pm,$788
14184,GDES122M,Color Theory,3,8/28-12/15,W,12:30-4:40pm,$808
14431,GDES150M,Digital Publishing Methods (P),3,8/28-12/15,T,8am-12:10pm,$788
14028,GDES210M,History of Graphic Design,3,8/28-12/15,T,5-7:30pm,$678
14029,GDES211M,Illustration I (P/C),3,8/28-12/15,R,5-9:10pm,$788
14030,GDES213M,Graphic Design II (P),3,8/28-12/15,M,5-9:10pm,$788
14031,GDES227M,Graphic Design Internship Seminar (P),1,8/28-12/15,M,4-4:50pm,$226
17781,GDES230M,Animation for Web,3,8/28-12/15,W,5-9:10pm,$788
14032,GEOG110M,World Geography,3,8/28-12/15,,Online,$678
18031,GEOL110M,General Geology (P),4,8/28-12/15,R,5-9:10pm,"$1,014"
14477,HIST120M,Western Civilization through 1500 (P),3,9/25-12/15,,Online,$678
14448,HIST130M,Western Civilization - 1500 to the Present (P),3,8/28-12/15,R,2-4:30pm,$678
14041,HIST202M,United States History through 1877 (P),3,8/28-12/15,M,8-10:30am,$678
14449,HIST202M,United States History through 1877 (P),3,8/28-12/15,,Online,$678
14045,HIST203M,"Topics in History: History of Stalingrad/Volgograd (P) HYBRIDOnline plus in class Tuesdays 8/29, 9/12, 9/26, 10/10, 10/24, 11/7, 11/21, 12/5, 12/12",3,8/28-12/15,T,11am-1:30pm,$678
14042,HIST204M,United States History - 1877 to the Present (P),3,8/28-12/15,W,2-4:30pm,$678
14043,HIST204M,United States History - 1877 to the Present (P),3,8/28-12/15,T,6-8:30pm,$678
14044,HIST215M,World Religions (P),3,8/28-12/15,,Online,$678
14033,HLIM100M,"Introduction to Health Information Management (P) HYBRIDOnline plus in class Thursdays 8/31, 9/14, 9/28, 10/12, 10/26, 11/9, 12/7",3,8/28-12/15,R,5-6:30pm,$678
14039,HLIM115M,Legal Aspects of Health Information (P),3,8/28-12/15,,Online,$678
14034,HLIM120M,"Computers in Healthcare (P) HYBRIDOnline plus in class Thursday 9/7, 9/21, 10/5, 10/19, 11/2, 11/16, 11/30",3,8/28-12/15,R,5-6:30pm,$788
14035,HLIM200M,"Health Information Management Practicum I (P/C) HYBRIDOnline plus in class Mondays 8/28, 9/11, 9/25, 10/9, 10/23, 11/6, 11/20, 12/4",3,8/28-12/15,M,5-6:30pm,$898
14036,HLIM205M,Resource and Data Management (P),3,8/28-12/15,,Online,$678
14037,HLIM208M,Pharmacology for Health Professions (P),3,8/28-12/15,,Online,$678
14038,HLIM216M,Reimbursement Methods (P),3,8/28-12/15,,Online,$678
14398,HLTH299M,Health Science Capstone (P),3,8/28-12/15,,TBD,$678
18479,HSV111M,Introduction to Human Services (P)Mondays plus Off Campus,3,8/28-12/15,M,11am-1:30pm,$678
18480,HSV116M,Professional Seminar I (P),3,8/28-12/15,T,2-3:40pm,$788
14046,HUMA106M,History of American Popular Music (P),3,8/28-12/15,T,8-10:30am,$678
14047,HUMA126M,Introduction to Film (P),3,8/28-12/15,T,11am-1:30pm,$678
14048,HVAC101M,"Introduction to HVAC Systems HYBRIDOnline plus in class Saturdays9/2, 9/16, 9/30, 10/14, 10/28, 11/11, 11/25, 12/9",3,8/28-12/15,S,9-11:30am,$678
14049,HVAC101M,Introduction to HVAC SystemsTaken with Section 1 CRN 14050 or Section 2 CRN 14051,3,8/28-12/15,T,1:30-2:45pm,$678
14050,HVAC101M,"Introduction to HVAC Systems Section 1Taken with Theory 1 CRN 14049Meets Tuesdays 8/29, 9/12, 9/26, 10/10, 10/24, 11/7, 11/21, 12/5",0,8/28-12/15,T,2:55-5:25pm,
14051,HVAC101M,"Introduction to HVAC Systems Section 2Taken with Theory 1 CRN 14049Meets Tuesdays 9/5, 9/19, 10/3, 10/17, 10/31, 11/14, 11/28, 12/12",0,8/28-12/15,T,2:55-5:25pm,
14052,HVAC109M,Related Electricity I Theory (C)Taken with Lab 1 or Lab 2,3,8/28-12/15,W F,9:30-10:45am,$678
14053,HVAC109M,Related Electricity I Theory (C)Must be taken with Lab A or Lab B,3,8/28-12/15,M W,5-6:15pm,$678
14054,HVAC110M,Related Electricity I Lab 1 (C),1,8/28-12/15,W,11am-1:30pm,$336
14055,HVAC110M,Related Electricity I Lab 2 (C),1,8/28-12/15,R,9:30am-12pm,$336
14056,HVAC110M,Related Electricity I Lab A (C),1,8/28-12/15,W,6:20-8:50pm,$336
17930,HVAC110M,Related Electricity I Lab B (C),1,8/28-12/15,M,6:20-8:50pm,$336
14057,HVAC111M,Fundamentals of Refrigeration I Theory,3,8/28-12/15,MF,3-4:15pm11am-12:15pm,$678
14058,HVAC111M,Fundamentals of Refrigeration I Theory (C),3,8/28-12/15,R,5:30-8pm,$678
14059,HVAC112M,Fundamentals of Refrigeration I Lab (C),1,8/28-12/15,W,2:30-5pm,$436
14060,HVAC112M,Fundamentals of Refrigeration I Lab (C),1,8/28-12/15,F,2-4:30pm,$436
14061,HVAC112M,Fundamentals of Refrigeration I Lab (C),1,8/28-12/15,T,5:30-8pm,$436
14062,HVAC114M,Fundamentals of Heating I TH (C),3,8/28-12/15,W F,8-9:15am,$678
14064,HVAC115M,Fundamentals of Heating I LAB (C),1,8/28-12/15,W,11am-1:30pm,$436
14065,HVAC115M,Fundamentals of Heating I LAB (C),1,8/28-12/15,R,9:30am-12pm,$436
14063,HVAC134M,Fundamentals of Gas Heating and Piping Installation (C),3,8/28-12/15,T,5:30-8pm,$678
14066,HVAC135M,Fundamentals of Gas Heating and Piping Installation Lab (C),1,8/28-12/15,R,5:30-8pm,$436
14067,HVAC211M,Commercial Refrigeration Theory (P/C),3,8/28-12/15,WF,2-3:15pm11am-12:15pm,$678
14068,HVAC212M,Commercial Refrigeration Lab (P/C),2,8/28-12/15,T,8am-1pm,$772
14069,HVAC212M,Commercial Refrigeration Lab (P/C),2,8/28-12/15,M,8am-1pm,$772
14070,HVAC213M,Hydronic Systems Theory (P/C),3,8/28-12/15,T R,5:30-6:45pm,$678
14071,HVAC214M,Hydronic Systems Lab (P/C),2,8/28-12/15,T R,6:50-9:20pm,$772
14072,HVAC221M,Residential and Commercial A/C and Heat Pumps Theory (P/C),3,8/28-12/15,M,5:30-8pm,$678
14073,HVAC222M,Residential and Commercial A/C and Heat Pumps Lab (P/C),2,8/28-12/15,W,5:30-10:30pm,$772
14074,HVAC223M,Warm Air and Steam Systems (P/C),3,8/28-12/15,W F,9:30-10:45am,$678
14075,HVAC224M,Warm Air and Steam Systems Lab (P/C),2,8/28-12/15,T,8am-1pm,$772
14076,HVAC224M,Warm Air and Steam Systems Lab (P/C),2,8/28-12/15,M,8am-1pm,$772
14077,HVAC243M,DDC and Building Automation Controls I Theory (P)Taken with Lab CRN 14078,4,8/28-12/15,M,5:30-8pm,"$1,014"
14078,HVAC243M,DDC and Building Automation Controls I Lab (P)Taken with Theory CRN 14077,0,8/28-12/15,W,5:30-8pm,
14079,INTD101M,Interior Design Technology Studio I (C),3,8/28-12/15,M,5:30-9:40pm,$788
14080,INTD102M,Technical Drawing for Interiors I (C),3,8/28-12/15,R,5-9:10pm,$788
14081,INTD103M,Visual Presentation Interior Design,2,8/28-12/15,T,6-9:20pm,$562
14082,INTD201M,Interior Design Technology Studio III (P),3,8/28-12/15,W,5-9:10pm,$788
14083,INTD205M,Interior Contract Documentation (P),3,8/28-12/15,M,5-9:10pm,$788
14084,INTD212M,Lighting Design (P),3,8/28-12/15,R,5-7:30pm,$678
14195,LBSC299M,Liberal Arts / Behavioral Science Capstone (P),3,8/28-12/15,R,2-4:30pm,$678
14280,LENG299M,Liberal Arts / English Capstone (P),3,8/28-12/15,R,2-4:30pm,$678
14194,LIBA299M,Liberal Arts Capstone (P),3,8/28-12/15,R,2-4:30pm,$678
17148,LSCI299M,Life Science Capstone (P),3,8/28-12/15,,TBD,$678
14196,LSSC299M,Liberal Arts / Social Science Capstone (P),3,8/28-12/15,R,2-4:30pm,$678
14197,MATH090M,Foundations for College Mathematics (P),3,8/28-12/15,T R,8-9:15am,$678
14198,MATH090M,Foundations for College Mathematics (P),3,8/28-12/15,M W,8-9:15am,$678
14199,MATH090M,Foundations for College Mathematics (P),3,8/28-12/15,R,6-8:30pm,$678
14200,MATH090M,Foundations for College Mathematics (P),3,8/28-12/15,S,9-11:30am,$678
14201,MATH090M,Foundations for College Mathematics (P),3,8/28-12/15,M,2-4:30pm,$678
14202,MATH090M,Foundations for College Mathematics (P),3,8/28-12/15,W,2-4:30pm,$678
14203,MATH090M,Foundations for College Mathematics (P),3,8/28-12/15,W,5-7:30pm,$678
14204,MATH090M,Foundations for College Mathematics (P),3,8/28-12/15,M W,11am-12:15pm,$678
14205,MATH090M,Foundations for College Mathematics (P),3,8/28-12/15,T R,11am-12:15pm,$678
14206,MATH090M,Foundations for College Mathematics (P),3,8/28-12/15,F,8-10:30am,$678
14207,MATH090M,Foundations for College Mathematics (P),3,8/28-12/15,T R,2-3:15pm,$678
14273,MATH090M,Foundations for College Mathematics (P),3,8/28-12/15,F,5-7:30pm,$678
14085,MATH111M,Numerical Geometry (P),3,8/28-12/15,R,2-4:30pm,$678
14086,MATH111M,Numerical Geometry (P),3,8/28-12/15,T,6-8:30pm,$678
14271,MATH132M,Business Mathematics (P),3,8/28-12/15,M W,8-9:15am,$678
14087,MATH135M,Numerical Algebra and Trigonometry (P),3,8/28-12/15,R,6-8:30pm,$678
14088,MATH135M,Numerical Algebra and Trigonometry (P),3,8/28-12/15,F,8-10:30am,$678
14399,MATH135M,Numerical Algebra and Trigonometry (P),3,8/28-12/15,F,2-4:30pm,$678
17935,MATH145M,Topics in Applied College Mathematics (P),4,8/28-10/21,,Online,$904
14209,MATH145M,Topics in Applied College Mathematics (P),4,8/28-12/15,M W,11am-12:40pm,$904
14210,MATH145M,Topics in Applied College Mathematics (P),4,8/28-12/15,T R,11am-12:40pm,$904
14211,MATH145M,Topics in Applied College Mathematics (P),4,8/28-12/15,T R,8-9:40am,$904
14212,MATH145M,Topics in Applied College Mathematics (P),4,8/28-12/15,T,2-5:20pm,$904
14213,MATH145M,Topics in Applied College Mathematics (P),4,8/28-12/15,W,2-5:20pm,$904
14214,MATH145M,Topics in Applied College Mathematics (P),4,8/28-12/15,M W,8-9:40am,$904
14215,MATH145M,Topics in Applied College Mathematics (P),4,8/28-12/15,M,5-8:20pm,$904
14216,MATH145M,Topics in Applied College Mathematics (P),4,8/28-12/15,R,6-9:20pm,$904
18033,MATH145M,Topics in Applied College Mathematics (P),4,9/25-12/15,W,5-9:30pm,$904
14208,MATH145M,Topics in Applied College Mathematics (P),4,8/28-12/15,,Online,$904
14400,MATH145M,Topics in Applied College Mathematics (P),4,8/28-12/15,,Online,$904
14217,MATH145M,Topics in Applied College Mathematics (P),4,10/23-12/15,,Online,$904
14089,MATH151M,Intermediate Algebra (P),4,8/28-12/15,W,6-9:20pm,$904
14444,MATH151M,Intermediate Algebra (P),4,8/28-12/15,T R,2-3:40pm,$904
14090,MATH155M,College Algebra with Trigonometry (P),4,8/28-12/15,M,5-8:20pm,$904
14091,MATH155M,College Algebra with Trigonometry (P),4,8/28-12/15,T R,8-9:40am,$904
14092,MATH155M,College Algebra with Trigonometry (P),4,8/28-12/15,M W,11am-12:40pm,$904
14093,MATH170M,Discrete Mathematics (P),4,8/28-12/15,T R,8-9:40am,$904
14094,MATH171M,Pre-Calculus (P),4,8/28-12/15,M,6-9:20pm,$904
14095,MATH200M,Finite Mathematics (P),4,8/28-12/15,T,5:30-8:50pm,$904
14096,MATH202M,Probability and Statistics (P),4,8/28-12/15,,Online,$904
17936,MATH202M,Probability and Statistics (P),4,8/28-12/15,,Online,$904
17937,MATH202M,Probability and Statistics (P),4,8/28-12/15,W,5-8:20pm,$904
14097,MATH202M,Probability and Statistics (P),4,8/28-12/15,M W,8-9:40am,$904
14098,MATH202M,Probability and Statistics (P),4,8/28-12/15,T R,8-9:40am,$904
14099,MATH202M,Probability and Statistics (P),4,8/28-12/15,T,6-9:20pm,$904
14100,MATH202M,Probability and Statistics (P),4,10/23-12/15,,Online,$904
14101,MATH202M,Probability and Statistics (P),4,8/28-12/15,M W,11am-12:40pm,$904
14102,MATH204M,Calculus I (P),4,8/28-12/15,M W,8-9:40am,$904
17938,MATH212M,Probability and Statistics II (P) HYBRIDOnline plus in class Thursdays,4,8/28-12/15,R,2-4pm,$904
14103,MATH214M,Calculus II (P),4,8/28-12/15,W,5-8:20pm,$904
17939,MATH215M,Mathematical Proofs (P),4,8/28-12/15,M W,11am-12:40pm,$904
14272,MATH218M,Introduction to Linear Algebra (P),4,8/28-12/15,F,8-11:20am,$904
14104,MATH222M,Multidimensional Calculus (P),4,8/28-12/15,M W,2-4:05pm,"$1,014"
14401,MCOD110M,CPT Coding (P),4,8/28-12/15,W,5:30-8:50pm,$904
18376,MCOD215M,Advanced Coding (P),3,8/28-12/15,S,9-11:30am,$678
14270,MEDA110M,Introduction to Medical Assisting (P),3,8/28-12/15,M,11am-1:30pm,$678
14105,MEDA125M,Clinical Laboratory Procedures I (P),4,8/28-12/15,T,11am-4pm,"$1,014"
14432,MEDA128M,Administrative Medical Assisting (P),4,8/28-12/15,M,8am-12:10pm,"$1,014"
14106,MEDA218M,Clinical Laboratory Procedures II Theory (P)Taken with CRN 14433 or CRN 14434,4,8/28-12/15,W,11am-1:30pm,"$1,014"
14433,MEDA218M,Clinical Laboratory Procedures II Lab 1 (P)Taken with Theory CRN 14106,0,8/28-12/15,W,2-4:30pm,
14434,MEDA218M,Clinical Laboratory Procedures II Lab 2 (P)Taken with Theory CRN 14106,0,8/28-12/15,R,8-10:30am,
14107,MKTG125M,Principles of Marketing: A Global Perspective (P),3,8/28-12/15,,Online,$678
14108,MKTG125M,Principles of Marketing: A Global Perspective (P),3,8/28-12/15,M W,9:30-10:45am,$678
14109,MKTG125M,Principles of Marketing: A Global Perspective (P),3,8/28-12/15,M,6:30-9pm,$678
14111,MKTG210M,Advertising (P),3,8/28-12/15,W,5-7:30pm,$678
14112,MKTG210M,Advertising (P),3,8/28-12/15,M W,2-3:15pm,$678
14113,MKTG282M,Marketing Research (P),3,8/28-12/15,W,7:40-10:10pm,$678
14114,NURS111M,Nursing I Theory (C),10,8/28-12/15,MR,8-11:15am8-10:30am,"$3,220"
14122,NURS211M,Nursing III Theory (P/C),9,8/28-12/15,MR,11:30am-1:40pm10:45am-12:25pm,"$2,885"
14124,PHIL240M,Ethics (P),3,8/28-12/15,,Online,$678
14125,PHIL240M,Ethics (P),3,8/28-12/15,W,11am-1:30pm,$678
14126,PHIL240M,Ethics (P),3,8/28-12/15,M,2-4:30pm,$678
14127,PHIL240M,Ethics (P),3,8/28-10/21,,Online,$678
14128,PHIL240M,Ethics (P),3,10/23-12/15,,Online,$678
14136,PHIL240M,Ethics (P),3,8/28-12/15,R,6-8:30pm,$678
14129,PHYS100M,Introductory Physics (P),3,8/28-12/15,M,5-9:10pm,$788
17940,PHYS100M,Introductory Physics (P) HYBRIDOnline plus inclass Thursdays,3,8/28-12/15,R,10am-12:30pm,$788
14460,PHYS105M,Astronomy I (P),4,8/28-12/15,M W,11am-1:5pm,"$1,014"
14130,PHYS110M,Physical Science I (P),4,8/28-12/15,F,5-9:10pm,"$1,014"
14131,PHYS135M,College Physics I (P),4,8/28-12/15,T,5-10pm,"$1,014"
17149,PHYS136M,College Physics II (P),4,8/28-12/15,W,5-10pm,"$1,014"
14218,PHYS210M,University Physics (P),4,8/28-12/15,M W,2-4:30pm,"$1,014"
14132,POLS110M,American Government (P),3,8/28-12/15,,Online,$678
14133,POLS110M,American Government (P),3,8/28-12/15,M,5-7:30pm,$678
14134,POLS110M,American Government (P),3,10/23-12/15,,Online,$678
14135,POLS210M,Introduction to Political Science (P),3,8/28-12/15,R,6-8:30pm,$678
14137,PSYC110M,Introduction to Psychology (P),3,8/28-12/15,F,8-10:30am,$678
14138,PSYC110M,Introduction to Psychology (P),3,8/28-12/15,T,2-4:30pm,$678
14139,PSYC110M,Introduction to Psychology (P),3,8/28-12/15,M,11am-1:30pm,$678
14140,PSYC110M,Introduction to Psychology (P),3,9/25-12/15,W F,2-3:45pm,$678
14141,PSYC110M,Introduction to Psychology (P),3,8/28-12/15,F,2-4:30pm,$678
14142,PSYC110M,Introduction to Psychology (P),3,8/28-12/15,W,11am-1:30pm,$678
14143,PSYC110M,Introduction to Psychology (P),3,8/28-12/15,W,5-7:30pm,$678
14144,PSYC110M,Introduction to Psychology (P),3,8/28-12/15,R,6-8:30pm,$678
14145,PSYC110M,Introduction to Psychology (P),3,8/28-12/15,,Online,$678
14288,PSYC110M,Introduction to Psychology (P),3,10/23-12/15,,Online,$678
14269,PSYC205M,Topics in Psychology: (P) Death and Dying,3,8/28-12/15,W,5-7:30pm,$678
14146,PSYC210M,Human Growth and Development (P),3,8/28-12/15,,Online,$678
14147,PSYC210M,Human Growth and Development (P),3,8/28-12/15,T,8-10:30am,$678
14148,PSYC210M,Human Growth and Development (P),3,8/28-12/15,M,5-7:30pm,$678
14149,PSYC210M,Human Growth and Development (P),3,10/23-12/15,,Online,$678
14150,PSYC215M,Abnormal Psychology (P),3,8/28-12/15,M,2-4:30pm,$678
14151,PSYC217M,Chemical Dependency (P),3,8/28-12/15,W,2-4:30pm,$678
14152,PSYC225M,Social Psychology (P),3,8/28-12/15,R,6-8:30pm,$678
14153,PSYC234M,Child and Adolescent Development (P),3,8/28-12/15,M,11am-1:30pm,$678
17777,ROBO210M,Robotic Processes (P),3,8/28-12/15,F,8am-12:10pm,$788
14154,ROBO210M,Robotic Processes (P),3,8/28-12/15,M,6-10:10pm,$788
14455,ROBO211M,Robotic Design (P),3,8/28-12/15,T,6-10:10pm,$788
14155,SOCI109M,Contemporary Social Problems (P),3,8/28-12/15,T,2-4:30pm,$678
14156,SOCI109M,Contemporary Social Problems (P),3,8/28-12/15,,Online,$678
14157,SOCI110M,Introduction to Sociology (P),3,8/28-12/15,,Online,$678
14158,SOCI110M,Introduction to Sociology (P),3,8/28-12/15,R,8-10:30am,$678
17802,SOCI110M,Introduction to Sociology (P),3,9/25-12/15,W F,8-9:45am,$678
14159,SOCI110M,Introduction to Sociology (P),3,10/23-12/15,M W,2-4:30pm,$678
14160,SOCI110M,Introduction to Sociology (P),3,8/28-12/15,T,6-8:30pm,$678
